Thread_ID,Block_ID,Thickness,Density,R,G,B
129,26,165.0,1.006060606060606,62.12198795180723,80.14819277108434,223.8058734939759
130,27,165.0,1.006060606060606,61.064156626506026,78.85316265060241,220.6465361445783
131,28,165.0,1.006060606060606,60.88463855421687,78.79262048192771,220.0737951807229
132,29,165.0,1.006060606060606,59.7730421686747,77.56415662650602,216.10948795180724
133,30,165.0,1.006060606060606,58.99623493975904,75.63253012048193,212.4343373493976
134,31,165.0,1.006060606060606,57.81234939759036,74.09156626506024,208.29593373493967
135,32,165.0,1.006060606060606,57.209487951807226,73.91340361445783,206.86204819277108
136,33,165.0,1.006060606060606,57.26310240963856,74.42138554216868,207.4451807228916
137,34,165.0,1.006060606060606,56.28192771084338,73.07349397590362,203.6192771084337
138,35,165.0,1.006060606060606,56.16716867469879,72.95481927710843,203.1736445783133
139,36,165.0,1.006060606060606,55.84141566265061,71.95331325301204,201.5621987951808
140,37,165.0,1.006060606060606,55.97123493975904,72.33042168674699,202.4371987951808
141,38,165.0,1.006060606060606,55.52801204819277,71.70406626506023,200.5352409638554
142,39,165.0,1.006060606060606,55.71762048192771,71.74021084337349,201.65105421686744
143,40,165.0,1.006060606060606,55.73087349397591,71.98102409638554,201.45572289156627
144,41,165.0,1.006060606060606,55.97861445783133,71.74201807228916,202.07981927710844
145,42,165.0,1.006060606060606,56.32861445783133,73.0085843373494,203.54186746987952
146,43,165.0,1.006060606060606,56.88915662650602,73.73388554216868,205.64457831325305
147,44,165.0,1.006060606060606,57.30406626506024,74.04503012048193,206.79472891566263
148,45,165.0,1.006060606060606,57.00632530120482,72.94186746987951,205.0198795180723
149,46,165.0,1.006060606060606,57.3375,73.08689759036145,205.9441265060241
150,47,165.0,1.006060606060606,57.96822289156626,74.36822289156626,208.05105421686747
151,48,165.0,1.006060606060606,58.3960843373494,74.50662650602409,209.23719879518072
152,49,165.0,1.006060606060606,58.23599397590361,74.19503012048193,208.9149096385542
153,50,165.0,1.006060606060606,58.58057228915663,74.91009036144578,209.7234939759036
154,51,165.0,1.006060606060606,57.83072289156627,73.33057228915662,206.1948795180723
155,52,165.0,1.006060606060606,59.34623493975904,76.8644578313253,213.4621987951807
156,53,165.0,1.006060606060606,58.46460843373494,73.82484939759036,208.398343373494
157,54,165.0,1.006060606060606,57.64653614457831,73.16746987951807,205.85225903614457
159,3,157.0,1.0063694267515924,59.49034810126582,75.53180379746836,213.76582278481013
160,4,157.0,1.0063694267515924,61.43433544303797,77.74161392405064,219.2512658227848
161,5,157.0,1.0063694267515924,63.008227848101264,79.49572784810127,224.23575949367088
162,6,157.0,1.0063694267515924,64.01677215189873,80.4625,226.5248417721519
163,7,157.0,1.0063694267515924,64.80648734177215,81.73512658227848,229.13164556962025
164,8,157.0,1.0063694267515924,65.85696202531645,82.92863924050633,231.83069620253164
165,9,157.0,1.0063694267515924,66.25268987341772,83.95158227848101,233.83101265822785
166,10,157.0,1.0063694267515924,66.60696202531645,84.0865506329114,234.3246835443038
167,11,157.0,1.0063694267515924,67.30443037974683,85.6243670886076,235.9068037974684
168,12,157.0,1.0063694267515924,67.26534810126583,85.74699367088607,234.69636075949367
169,13,157.0,1.0063694267515924,67.56677215189873,86.53212025316456,236.10332278481013
170,14,157.0,1.0063694267515924,67.0,85.79224683544304,235.6631329113924
171,15,157.0,1.0063694267515924,67.06012658227849,86.52832278481013,235.09145569620253
172,16,157.0,1.0063694267515924,66.55712025316456,85.62262658227849,233.55268987341773
173,17,157.0,1.0063694267515924,65.125,83.46835443037975,229.39462025316456
174,18,157.0,1.0063694267515924,65.48481012658227,84.59493670886076,232.0868670886076
175,19,157.0,1.0063694267515924,65.21598101265823,85.15,231.3136075949367
176,20,157.0,1.0063694267515924,64.53876582278481,84.28496835443038,229.6740506329114
177,21,157.0,1.0063694267515924,63.10363924050633,81.81487341772151,226.29952531645569
178,22,157.0,1.0063694267515924,61.85870253164557,79.95458860759494,222.375
179,23,157.0,1.0063694267515924,60.79240506329114,79.40981012658227,218.81075949367087
180,24,157.0,1.0063694267515924,60.26867088607595,78.61424050632911,217.39477848101265
181,25,157.0,1.0063694267515924,58.84240506329114,76.44050632911393,212.8134493670886
182,26,157.0,1.0063694267515924,58.09477848101266,76.26439873417722,210.3363924050633
183,27,157.0,1.0063694267515924,56.67958860759494,74.22768987341772,205.3662974683544
184,28,157.0,1.0063694267515924,55.55506329113924,73.34398734177215,202.043670886076
185,29,157.0,1.0063694267515924,55.52341772151899,73.21424050632912,201.8482594936709
186,30,157.0,1.0063694267515924,54.22674050632912,71.50189873417722,197.5238924050633
187,31,157.0,1.0063694267515924,54.09272151898734,71.58085443037974,197.09272151898733
188,32,157.0,1.0063694267515924,54.89224683544304,72.42104430379747,199.69113924050632
189,33,157.0,1.0063694267515924,55.02104430379747,72.29335443037975,199.523417721519
190,34,157.0,1.0063694267515924,55.12120253164557,72.22563291139241,199.42072784810128
191,35,157.0,1.0063694267515924,54.624208860759495,72.21091772151898,199.30284810126585
192,36,157.0,1.0063694267515924,55.07705696202532,72.75996835443038,200.72848101265825
193,37,157.0,1.0063694267515924,55.45553797468354,73.23291139240506,201.8125
194,38,157.0,1.0063694267515924,55.94762658227848,73.84382911392404,203.3234177215189
195,39,157.0,1.0063694267515924,56.19889240506329,74.18987341772151,204.5330696202532
196,40,157.0,1.0063694267515924,56.8251582278481,74.69778481012658,206.13354430379744
197,41,157.0,1.0063694267515924,56.79351265822785,74.66708860759493,205.6617088607595
198,42,157.0,1.0063694267515924,58.27389240506329,76.68212025316456,210.55458860759487
199,43,157.0,1.0063694267515924,58.44113924050633,76.20664556962025,211.0237341772152
200,44,157.0,1.0063694267515924,59.65427215189873,77.79541139240506,214.54572784810128
201,45,157.0,1.0063694267515924,59.692879746835445,77.66091772151898,213.71044303797467
202,46,157.0,1.0063694267515924,60.38512658227848,78.39746835443037,215.984335443038
203,47,157.0,1.0063694267515924,60.7501582278481,78.79034810126582,216.61518987341773
204,48,157.0,1.0063694267515924,59.84462025316456,78.16708860759493,214.6115506329114
205,49,157.0,1.0063694267515924,59.11044303797468,75.61424050632911,210.8069620253165
206,50,157.0,1.0063694267515924,57.300949367088606,73.81471518987341,205.9501582278481
207,51,157.0,1.0063694267515924,56.81392405063291,73.30791139240506,204.50886075949367
1,3,163.0,1.0061349693251531,51.16768292682927,64.51920731707317,185.0010670731708
2,4,163.0,1.0061349693251531,53.047103658536585,66.69390243902438,191.1294207317073
3,5,163.0,1.0061349693251531,55.75060975609756,70.42103658536585,201.1111280487805
